longitude,latitude,display_c,forecast_c,observed_c,average_c,anomaly_c,previous_day_c,previous_diff_c,source_date,target_date
141.40600,45.87500,+4.44,,25.08,20.64,+4.44,22.98,+2.10,2026-09-13,2026-09-13
141.46900,45.87500,+4.48,,25.11,20.63,+4.48,22.97,+2.14,2026-09-13,2026-09-13
141.53100,45.87500,+4.52,,25.14,20.62,+4.52,22.95,+2.18,2026-09-13,2026-09-13
141.59400,45.87500,+4.56,,25.17,20.61,+4.56,22.93,+2.24,2026-09-13,2026-09-13
141.65600,45.87500,+4.61,,25.21,20.60,+4.61,22.91,+2.30,2026-09-13,2026-09-13
141.71900,45.87500,+4.67,,25.25,20.58,+4.67,22.89,+2.36,2026-09-13,2026-09-13
141.78100,45.87500,+4.72,,25.29,20.57,+4.72,22.87,+2.43,2026-09-13,2026-09-13
141.84400,45.87500,+4.77,,25.33,20.56,+4.77,22.85,+2.49,2026-09-13,2026-09-13
141.90600,45.87500,+4.82,,25.37,20.55,+4.82,22.83,+2.54,2026-09-13,2026-09-13
141.96900,45.87500,+4.85,,25.39,20.54,+4.85,22.81,+2.58,2026-09-13,2026-09-13
142.03100,45.87500,+4.87,,25.41,20.54,+4.87,22.81,+2.60,2026-09-13,2026-09-13
142.09400,45.87500,+5.38,,25.84,20.46,+5.38,22.99,+2.85,2026-09-13,2026-09-13
142.15600,45.87500,+5.38,,25.84,20.46,+5.38,23.02,+2.82,2026-09-13,2026-09-13
142.21900,45.87500,+5.37,,25.83,20.46,+5.37,23.04,+2.79,2026-09-13,2026-09-13
142.28100,45.87500,+5.36,,25.83,20.46,+5.36,23.07,+2.75,2026-09-13,2026-09-13
142.34400,45.87500,+5.36,,25.82,20.46,+5.36,23.10,+2.72,2026-09-13,2026-09-13
141.40600,45.82500,+4.42,,25.06,20.64,+4.42,23.00,+2.06,2026-09-13,2026-09-13
141.46900,45.82500,+4.45,,25.09,20.63,+4.45,22.98,+2.11,2026-09-13,2026-09-13
141.53100,45.82500,+4.50,,25.12,20.62,+4.50,22.96,+2.16,2026-09-13,2026-09-13
141.59400,45.82500,+4.55,,25.16,20.61,+4.55,22.94,+2.22,2026-09-13,2026-09-13
141.65600,45.82500,+4.62,,25.21,20.60,+4.62,22.91,+2.30,2026-09-13,2026-09-13
141.71900,45.82500,+4.69,,25.26,20.58,+4.69,22.88,+2.38,2026-09-13,2026-09-13
141.78100,45.82500,+4.76,,25.32,20.56,+4.76,22.85,+2.46,2026-09-13,2026-09-13
141.84400,45.82500,+4.82,,25.37,20.54,+4.82,22.82,+2.54,2026-09-13,2026-09-13
141.90600,45.82500,+4.88,,25.41,20.53,+4.88,22.80,+2.61,2026-09-13,2026-09-13
141.96900,45.82500,+4.92,,25.44,20.52,+4.92,22.78,+2.65,2026-09-13,2026-09-13
142.03100,45.82500,+4.94,,25.46,20.51,+4.94,22.77,+2.68,2026-09-13,2026-09-13
142.09400,45.82500,+5.41,,25.86,20.45,+5.41,22.96,+2.90,2026-09-13,2026-09-13
142.15600,45.82500,+5.41,,25.85,20.45,+5.41,22.99,+2.86,2026-09-13,2026-09-13
142.21900,45.82500,+5.40,,25.85,20.45,+5.40,23.03,+2.82,2026-09-13,2026-09-13
142.28100,45.82500,+5.39,,25.84,20.45,+5.39,23.07,+2.77,2026-09-13,2026-09-13
142.34400,45.82500,+5.37,,25.83,20.45,+5.37,23.10,+2.73,2026-09-13,2026-09-13
141.40600,45.77500,+4.38,,25.03,20.65,+4.38,23.01,+2.02,2026-09-13,2026-09-13
